id, repo, followersCommunity, forksCommunity, followersParticipation, forksParticipation
songtianyi, 1024, 5, 232, 0.9361313762101005, 0.0
steamonimo, 1024, -1, -1, -1, -1
suchen9209, 1024, -1, -1, -1, -1
nicolas-grekas, 2048, 19, 257, 0.0, 0.5776441466379525
xabbuh, 2048, 19, 257, 0.8992693057643234, 0.7167845107763756
derrabus, 2048, 19, 257, 0.79452622280976, 0.6334798537804924
Tobion, 2048, 19, 257, 1.0, 0.9592002877751834
webmozart, 2048, 19, 257, 0.6185413844263081, 0.9529542418975528
chalasr, 2048, 19, 257, 0.7582040322911274, 0.7215489390496551
stof, 2048, 19, 257, 0.699839136973643, 0.8166507079304263
ogizanagi, 2048, 19, 257, 0.0, 0.8364809034785601
lyrixx, 2048, 19, 257, 0.884010089323326, 0.7300248084942296
Seldaek, 2048, 19, 257, 0.0, 0.8946159122410396
dunglas, 2048, 19, 257, 0.7432486879662243, 0.8001919472085838
fancyweb, 2048, 19, 257, 0.7684494445198232, 0.7997877415717708
vicb, 2048, 19, 257, 0.0, 0.8686142094787344
wouterj, 2048, 19, 257, 0.0, 0.8685321669478809
jderusse, 2048, 19, 257, 0.0, 0.8381783097996668
ro0NL, 2048, 19, -1, 0.0, -1
weaverryan, 2048, 19, 257, 0.6680746603728461, 0.7662138575128156
schmittjoh, 2048, 19, 257, 0.892282879995678, 0.6573827088253439
javiereguiluz, 2048, 19, 257, 0.7043763336607454, 0.8211828863332493
jakzal, 2048, 19, 257, 0.7807141289509435, 0.0
kriswallsmith, 2048, 19, 257, 0.6818866841950111, 0.7792551993500552
yceruto, 2048, 19, 257, 0.7631151140112614, 0.8398892111722366
Nyholm, 2048, 19, 257, 0.778847775047254, 0.7572999169003931
sroze, 2048, 19, 257, 0.8358359616485224, 0.7847072632238155
OskarStark, 2048, 19, 257, 0.8164752307796358, 0.7032795922958984
pborreli, 2048, 19, 257, 0.7102390121133246, 0.7500648147232105
romainneutron, 2048, 19, 257, 0.8108086038550449, 0.718364742870011
aitboudad, 2048, 19, 257, 0.8416764952026676, 0.7356298713750884
stloyd, 2048, 19, 257, 0.6684395715758131, 0.6382006213819578
lsmith77, 2048, 19, 257, 0.6961255005713154, 0.8525959453086696
HeahDude, 2048, 19, 257, 0.0, 0.7815394430705123
hason, 2048, 19, 257, 0.7239609436325537, 0.8245171343588954
beberlei, 2048, 19, 257, 0.0, 0.9040862795630987
igorw, 2048, 19, 257, 0.7062998574669765, 0.829666783736323
jmikola, 2048, 19, 257, 0.8217591766818828, 0.8857685105685934
jfsimon, 2048, 19, 257, 0.8687344774534453, 0.9191362745468151
GromNaN, 2048, 19, 257, 0.7890053166367894, 0.7431461094834999
kbond, 2048, 19, 257, 0.7642932516843695, 0.6247633820760694
jschaedl, 2048, 19, 257, 0.8022603661580925, 0.9091480881189135
GuilhemN, 2048, 19, 257, 0.728135366713544, 0.0
Simperfit, 2048, 19, 257, 0.7949436260892697, 0.8212177092310369
jwage, 2048, 19, 257, 0.6057885434705788, 0.9999999999999997
StaffNowa, 2048, 19, -1, 1.0, -1
mpdude, 2048, 21, 257, 0.904877191293337, 0.7849224356517164
willdurand, 2048, 19, 257, 0.7703565346818202, 0.0
vudaltsov, 2048, 19, 257, 0.8185740378855302, 0.6684689762668503
ornicar, 2048, 19, 257, 0.8735938148116651, 0.8457530241403944
maidmaid, 2048, 19, 257, 0.7555844434669388, 0.7956423153893301
ostrolucky, 10240, 19, 257, 0.7510234802181617, 0.7009510092749427
eriksencosta, 2048, -1, -1, -1, -1
asm89, 2048, 19, 257, 0.0, 0.8910614948467489
dosten, 2048, 19, -1, 0.0, -1
pierredup, 2048, 19, 257, 0.9140333330976967, 0.7568064816684538
stealth35, 2048, 19, 257, 0.0, 0.0
dmaicher, 2048, 19, 257, 0.8602302744430002, 0.6573827088253439
tgalopin, 2048, 19, 257, 1.0, 0.0
greg0ire, 2048, 19, 257, 0.8973256384024635, 0.7504235111529461
avalanche123, 2048, 19, 257, 0.7319752529990187, 0.8791916431178971
umpirsky, 2048, 19, 257, 1.0, 0.7767332669879073
Koc, 2048, 19, 257, 0.0, 0.9085460965877635
1ed, 2048, 19, 257, 0.6856399796999691, 0.7683640424068945
bamarni, 2048, 19, 257, 0.9003634696861567, 0.9529542418975532
keradus, 2048, 19, 257, 0.9411511814879283, 0.7376972201421936
HypeMC, 2048, -1, 257, -1, 0.9999999999999997
saro0h, 2048, 19, 257, 0.9514939476305262, 0.8395827117450876
everzet, 2048, 19, 257, 0.6811458976731519, 0.0
peterrehm, 2048, 19, -1, 0.8100512700041395, -1
francisbesset, 2048, 19, 257, 0.0, 0.5731106744655636
l-vo, 2048, 19, 257, 0.0, 0.8916293945586168
kalessil, 2048, 11, 257, 0.0, 0.0
dlsniper, 2048, 3, 257, 1.0, 0.8766505241249238
pulzarraider, 2048, 19, 257, 0.8669547377699699, 0.8525991281165367
craue, 2048, 19, 257, 0.0, 0.7927399141550866
ericclemmons, 2048, 53, 52, 1.0, 0.6693569454634005
alexander-schranz, 2048, 19, 257, 0.78983776691375, 0.7089944590551728
canni, 2048, 19, -1, 0.0, -1
enumag, 2048, 19, 257, 1.0, 0.6310935631485147
snc, 2048, 19, 257, 0.8755687374151666, 0.0
issei-m, 2048, 19, 257, 0.7680440637511894, 0.9057736767425568
mweimerskirch, 2048, 19, 257, 0.8427164983482265, 0.8861405293196076
yethee, 2048, 19, 257, 1.0, 0.9127845942928955
noniagriconomie, 2048, 19, 257, 0.0, 0.6573827088253439
aboks, 2048, 19, 257, 0.0, 0.9592002877751834
dbu, 2048, 19, 257, 0.0, 0.8054763339424065
welcoMattic, 2048, 19, 257, 0.7903732583385308, 0.7579981970469984
alexpott, 2048, 117, 259, 0.0, 0.0
cordoval, 2048, 19, 257, 0.6655549455125114, 0.7244701971737671
havvg, 2048, 19, 257, 0.5309403537855346, 0.8409587876959859
hidenorigoto, 2048, 19, 260, 0.8314088595988143, 0.9529542418975532
franmomu, 2048, 19, 257, 0.8058534118351875, 0.8151463673677442
alexandre-daubois, 2048, 19, 257, 0.7922618897111977, 0.0
jalliot, 2048, 19, -1, 1.0, -1
brikou, 2048, 19, 257, 0.5153601033979159, 0.8029670732621452
lmcd, 2048, 19, 257, 0.5330779475644859, 0.9191362745468151
csarrazi, 2048, 19, 257, 0.7664183253564187, 0.0
shieldo, 2048, 19, 257, 0.0, 0.8502005399581342
johnwards, 2048, 19, 261, 0.6604741493768329, 0.9999999999999997
julienfalque, 2048, 19, 257, 0.8664119679061055, 0.9666320794692136
norkunas, 2048, 19, 257, 0.8066532623655506, 0.7151795974674324
sstok, 2048, 19, 257, 0.7088241312969263, 0.8888330009874843
Herzult, 2048, 19, 257, 0.6106837785059793, 0.8028672960580396
arnaud-lb, 2048, 19, 257, 0.7030158662514103, 0.8837117843654598
garak, 2048, 19, 257, 0.8303071862438001, 0.7460373224387946
lenar, 2048, 114, 257, 0.9657931969009397, 0.9337545336081948
SpacePossum, 2048, 19, 257, 0.7991535938174317, 0.9999999999999997
alamirault, 2048, -1, 257, -1, 0.8961585325450423
phansys, 2048, 19, 257, 0.7047966735262442, 0.7756450566339618
merk, 2048, 19, 257, 0.6552914119673472, 0.8913175563078788
danielholmes, 2048, 115, 262, 0.9657931969009397, 0.9999999999999997
gajdaw, 2048, 19, -1, 0.0, -1
thewilkybarkid, 2048, -1, 257, -1, 0.7941485182494881
FabienPennequin, 2048, 19, 257, 0.7965845691324887, 0.8319414698261727
teohhanhui, 2048, 19, 257, 0.8270486251727912, 0.8431621580349701
theofidry, 2048, 19, 257, 0.7494228953841193, 0.8152489973258105
VincentLanglet, 2048, 19, 257, 0.8734402419341988, 0.0
94noni, 2048, 19, 257, 0.0, 0.6407024541667183
MatTheCat, 2048, 19, -1, 0.0, -1
jdreesen, 2048, 19, 257, 0.6402878529738274, 0.8395366085795571
lstrojny, 2048, 19, 257, 0.6641612879319025, 0.0
colinfrei, 2048, 19, 257, 0.0, 0.9425159304109022
mtarld, 2048, 19, 257, 0.7931751884899908, 0.9191362745468151
paradajozsef, 2048, 19, -1, 0.7710970704448226, -1
przemyslaw-bogusz, 2048, -1, -1, -1, -1
florianv, 2048, 19, 257, 0.0, 0.0
xelaris, 2048, -1, -1, -1, -1
tucksaun, 2048, 19, 257, 1.0, 0.7781089820487841
Taluu, 2048, 19, 257, 0.7969637597965917, 0.8691187390219697
henrikbjorn, 2048, 19, 257, 0.0, 0.0
malteschlueter, 2048, 19, 257, 0.7776548495202749, 0.8545851067502265
gimler, 2048, 19, 257, 0.7025680477614318, 0.8909261755511959
richardmiller-zz, 2048, 19, 257, 0.0, 0.8922515633173783
Toflar, 2048, 73, 257, 0.9123663802220503, 0.7052607883743862
Burgov, 2048, 19, 257, 1.0, 0.9615138345161004
petk, 2048, 19, 257, 0.4026364139172509, 0.6806132518243592
digitalkaoz, 2048, 19, 257, 0.8020836756068697, 0.823890269477404
maxhelias, 2048, 19, 257, 0.7992392143794207, 0.8930406902993954
guilhermeblanco, 2048, 19, 257, 0.6425173427886592, 0.9148460840696653
jaytaph, 2048, 19, 257, 0.8074853474040348, 0.9158969284155258
rmikalkenas, 2048, -1, 257, -1, 0.9260647871240345
ruudk, 2048, 19, 257, 0.8355108601147411, 0.7770526830358744
egeloen, 2048, 19, 257, 0.0, 0.9068895985322254
alcaeus, 2048, 19, 257, 0.0, 0.7256806816901868
jvasseur, 2048, 15, 257, 0.8262004391928283, 0.9068895985322254
ismail1432, 2048, 19, 257, 0.8019302721215125, 0.9337545336081948
c960657, 2048, -1, 257, -1, 0.9046059463873781
deguif, 2048, 19, 257, 0.9480018647012433, 0.7731869791180203
fivestar, 2048, 19, -1, 0.8232685249829332, -1
adrienbrault, 2048, 19, 257, 0.777845640850082, 0.8151197922208279
fmata, 2048, -1, -1, -1, -1
gharlan, 2048, 19, 364, 0.0, 0.9191362745468151
mpiot, 2048, 19, -1, 0.7936208559563765, -1
sebhoerl, 2048, -1, -1, -1, -1
azatyan, 2048, 19, 257, 0.751895710534973, 0.9191362745468151
jeremyFreeAgent, 2048, 19, 257, 0.802176044525044, 0.7604624816461749
alekitto, 2048, 19, 257, 0.8889692339968627, 0.7425565235539608
ewgRa, 2048, 19, -1, 1.0, -1
GaryPEGEOT, 2048, -1, -1, -1, -1
IonBazan, 2048, 19, 257, 0.7375163585601785, 0.862858788333813
shiroyuki, 2048, 19, 257, 0.8850512410575901, 0.9666320794692136
michalpipa, 2048, 19, 257, 1.0, 0.9666320794692136
pgodel, 2048, 19, 257, 0.535691794433234, 0.8625490162244593
tvlooy, 2048, 19, -1, 0.8794433730244786, -1
jwdeitch, 2048, 5, 92, 0.8312293887092327, 0.9529542418975532
dawehner, 2048, 19, 259, 0.0, 1.0
blue-eyes, 2048, 19, -1, 0.0, -1
aschempp, 2048, 73, -1, 0.8929601337852103, -1
andreia, 2048, 19, 257, 0.6141370249136446, 0.9148460840696653
bendavies, 2048, 19, 257, 0.861714755084137, 0.8494292052565816
colinodell, 2048, 19, 257, 0.7671603216652196, 0.8630638665663329
DavidPrevot, 2048, -1, 257, -1, 0.720768374792188
mnapoli, 2048, 19, 257, 0.7982174822636816, 0.65341383637365
curry684, 2048, 19, 257, 0.8612199782287202, 0.803567599164671
zomberg, 2048, -1, -1, -1, -1
helmer, 2048, 114, 257, 0.9657931969009397, 0.8562107835710593
TomasVotruba, 2048, 19, 257, 0.0, 0.5980908346298017
acasademont, 2048, 19, 257, 0.0, 0.8158134358286443
rvanlaak, 2048, 19, 257, 0.7909597323922076, 0.8474021836899235
JhonnyL, 2048, -1, 257, -1, 0.9999999999999997
gmponos, 2048, 19, 257, 0.8266775816463595, 0.7545401018704393
77web, 2048, 19, 257, 0.8806864816215079, 0.9615138345161004
Jean85, 2048, 19, 257, 0.8177124006164671, 0.8333269788743872
arghav, 2048, 19, 257, 0.0, 0.8273039348074919
nanocom, 2048, 19, -1, 0.8450142505777772, -1
udat, 2048, -1, -1, -1, -1
clemens-tolboom, 2048, -1, 257, -1, 0.9999999999999997
MacDada, 2048, 19, 257, 0.8232421866687418, 0.7408057310262182
jonathaningram, 2048, 115, 262, 0.9657931969009397, 0.9408338003718398
Ocramius, 2048, 19, 257, 0.7773525473144987, 0.7572057685774843
maoueh, 2048, 26, 257, 0.0, 0.7431394573075571
voronkovich, 2048, 19, 386, 0.6724765638669445, 0.9999999999999997
a1812, 2048, 19, 257, 1.0, 0.9425159304109022
simonberger, 2048, -1, 257, -1, 0.9529542418975528
TysonAndre, 2048, 19, 386, 0.0, 0.9024513233276306
vincentaubert, 2048, 19, 257, 0.8416909412608088, 0.7990042642428121
vincenttouzet, 2048, 19, -1, 0.8518235790494648, -1
YaFou, 2048, 19, -1, 0.8931386256096532, -1
atailouloute, 2048, 19, 257, 0.7479563095537787, 0.9337545336081952
Arman-Hosseini, 2048, 76, -1, 0.9029879475482858, -1
jrushlow, 2048, 19, 257, 0.0, 0.6067099455341564
mhujer, 2048, 19, 257, 0.6014029965688495, 0.85784819478776
scheb, 2048, 19, 257, 0.0, 0.0
chr-hertel, 2048, 19, 257, 0.7933983531012566, 0.5386865779430621
dator, 2048, -1, -1, -1, -1
DQNEO, 2048, 19, 257, 0.8160486216487504, 0.0
Haehnchen, 2048, 19, 257, 0.9243814253189693, 0.9337545336081952
denderello, 2048, 19, -1, 0.0, -1
lazyhammer, 2048, -1, 257, -1, 0.9999999999999997
ossinkine, 2048, 19, 257, 0.0, 0.0
guilliamxavier, 2048, -1, -1, -1, -1
joelwurtz, 2048, 19, 257, 0.8967442040741358, 0.9529542418975535
bobthecow, 2048, 19, 257, 0.5258313681346607, 0.8281133768581241
michaelKaefer, 2048, 19, 257, 0.8153923488837952, 0.8322128583701258
mpajunen, 2048, -1, 257, -1, 0.9529542418975532
e-moe, 2048, -1, 257, -1, 0.9666320794692136
realityking, 2048, 6, 109, 0.8973797475905962, 0.8245548272169471
azjezz, 2048, 19, 257, 0.7815246878558957, 0.7699293911561684
Jean-Beru, 2048, -1, 1, -1, 0.8401542012155239
antograssiot, 2048, -1, 257, -1, 0.9999999999999997
Jeroeny, 2048, 19, 257, 0.7825436119495236, 0.9457638346751853
hacfi, 2048, 19, 257, 0.7271734097736429, 0.8914332091892805
samnela, 2048, 19, 257, 0.7697895538180277, 0.7648709651822206
linniksa, 2048, 19, -1, 0.0, -1
zairigimad, 2048, 19, 263, 0.8217428054467575, 0.85784819478776
karser, 2048, -1, 377, -1, 1.0
andrerom, 2048, 19, -1, 0.0, -1
X-Coder264, 2048, 0, 257, 0.0, 0.952709106721867
Korbeil, 2048, 19, 257, 0.8289078507192914, 0.7416387958947689
mcfedr, 2048, -1, 257, -1, 0.7499230185401758
hhamon, 2048, 19, 257, 0.7881742558725223, 0.8362524350924568
Crell, 2048, 19, 257, 0.0, 0.0
leofeyer, 2048, 73, -1, 0.9218487010078832, -1
mantis, 2048, -1, 257, -1, 0.7414788985774071
mbabker, 2048, 6, 257, 0.9378163459252523, 0.9529542418975528
pminnieur, 2048, 19, -1, 0.6703677075025885, -1
rdohms, 2048, 19, 257, 0.8555299459858933, 0.8526501553716184
rpkamp, 2048, 19, 257, 0.7193184152956161, 1.0
Stadly, 2048, -1, 257, -1, 0.9999999999999997
kix, 2048, 19, 257, 0.666953470172269, 0.7850190564339486
TimoBakx, 2048, 19, 257, 0.8517452359364466, 0.8655803345545277
sun, 2048, 117, 257, 1.0, 0.9999999999999997
Nek-, 2048, 19, 257, 0.8850512410575901, 0.864409934539327
rubenrua, 2048, -1, 378, -1, 0.8194829249387693
W0rma, 2048, -1, 257, -1, 0.9666320794692136
Chi-teck, 2048, -1, 257, -1, 0.9425159304109022
dustinwhittle, 2048, 19, -1, 0.6951904562125863, -1
emodric, 2048, 19, 257, 0.0, 0.8138093747805379
fbourigault, 2048, 19, 257, 0.0, 0.9666320794692136
Slamdunk, 2048, 19, 257, 0.8262288096066657, 0.8269373179472981
fzaninotto, 2048, 19, 257, 0.8806864816215079, 0.0
francoispluchino, 2048, 19, -1, 0.8865535997390419, -1
monteiro, 2048, 19, 257, 0.7074175261208522, 0.9999999999999997
johnkary, 2048, 19, 257, 0.7620180703372678, 0.7556929649445353
rouffj, 2048, 19, 378, 0.6344317540833416, 0.8421915184983841
mazen, 2048, 19, 257, 0.8872165000842932, 0.9529542418975532
natewiebe13, 2048, -1, -1, -1, -1
subsven, 2048, 19, -1, 0.0, -1
raziel057, 2048, 19, 257, 0.8531097350487672, 0.9425159304109022
ValentineBoineau, 2048, -1, -1, -1, -1
bocharsky-bw, 2048, 19, 257, 0.7969111668025821, 0.7575202484657368
DuoSRX, 2048, 15, -1, 1.0, -1
jfphilippe, 2048, -1, -1, -1, -1
tienvx, 2048, -1, -1, -1, -1
biozshock, 2048, 19, 257, 0.0, 0.8770112190532652
l3l0, 2048, 19, 257, 0.7860066716186042, 0.7928831466981412
linaori, 2048, 19, 257, 0.0, 0.9529542418975532
Padam87, 2048, 19, 257, 0.0, 0.9529542418975535
Pierstoval, 2048, 19, 257, 0.8709913124408871, 0.8006947447483007
alexislefebvre, 2048, 19, 257, 0.7305947944783132, 0.8420910199363664
subosito, 2048, 15, 277, 0.663212993380272, 0.8491132967014969
BoShurik, 2048, 19, 257, 0.8373035057085354, 0.9068895985322254
dpb587, 2048, -1, 109, -1, 0.8349878375598644
rybakit, 2048, -1, -1, -1, -1
seferov, 2048, 19, 257, 0.7938332224224081, 0.9367140046565219
julesbou, 2048, 19, -1, 0.75392362624863, -1
hiddewie, 2048, -1, -1, -1, -1
jsamouh, 2048, 19, 257, 0.0, 0.0
connorhu, 2048, -1, -1, -1, -1
Lctrs, 2048, 19, -1, 0.8297248886743238, -1
malarzm, 2048, 19, 257, 0.0, 0.8394589503497097
sprain, 2048, 21, 257, 1.0, 0.0
alvarezmario, 2048, 60, -1, 0.8967756632997002, -1
ausi, 2048, 73, 257, 0.8733677941900159, 0.0
zerustech, 2048, 19, -1, 0.0, -1
mvorisek, 2048, 0, 257, 0.0, 1.0
micheleorselli, 2048, 19, 264, 0.7632394507480824, 0.8361052579614777
nikophil, 2048, 19, 257, 0.5110229918055187, 0.9529542418975532
scuben, 2048, 19, 257, 0.9263508690270261, 0.803567599164671
pkruithof, 2048, 19, 257, 1.0, 0.9068895985322254
rrehbein, 2048, 19, 257, 0.9581920187829349, 0.9999999999999997
robfrawley, 2048, 19, 129, 0.8793645578521107, 0.8424124818320299
upyx, 2048, -1, 257, -1, 0.6573827088253439
shyim, 2048, 19, 257, 0.0, 0.8655548124601475
lavoiesl, 2048, 116, 257, 0.9757469672809881, 0.7775932205363428
rande, 2048, 19, 257, 0.6282772110501695, 0.0
King2500, 2048, 19, 257, 0.924381425318969, 0.8380374733242819
armetiz, 2048, 19, 257, 1.0, 0.8675705217884053
uwej711, 2048, 19, 257, 0.9048771912933372, 0.9337545336081952
boekkooi, 2048, 19, 257, 0.827665645568834, 0.9285316225535942
wkania, 2048, -1, -1, -1, -1
zanbaldwin, 2048, 19, 265, 0.8267662360656808, 0.8020681655101649
jdhoek, 2048, -1, -1, -1, -1
jsor, 2048, 19, 257, 0.8059647581202899, 0.0
woodspire, 2048, -1, -1, -1, -1
rosier, 2048, 19, -1, 0.7449941521250626, -1
sylfabre, 2048, -1, -1, -1, -1
ThomasLandauer, 2048, 19, 257, 0.0, 0.6273886397982507
adrianrudnik, 2048, 112, -1, 0.9518086383390859, -1
alanpoulain, 2048, 19, 257, 0.8498285967772222, 0.8325184777833046
sanmai, 2048, 19, 257, 0.7761109779228079, 0.8507564838566481
andremaha, 2048, -1, 257, -1, 0.9191362745468151
antonch1989, 2048, 19, -1, 1.0, -1
arjenm, 2048, -1, -1, -1, -1
fre5h, 2048, 19, 257, 0.7858516407041235, 0.9999999999999997
magnetik, 2048, 19, 257, 1.0, 0.9666320794692136
bastnic, 2048, 19, 257, 0.7915541625647737, 0.8127990222598267
ben29, 2048, -1, 257, -1, 0.9191362745468151
bohanyang, 2048, 19, -1, 0.8190687110180882, -1
duncan3dc, 2048, 19, 257, 0.0, 0.8059488127685378
danut007ro, 2048, -1, 257, -1, 0.7956423153893301
elnur, 2048, 19, 257, 0.7760543979239894, 0.8448427239265012
frosas, 2048, 19, 257, 0.872870072835496, 0.822049159245087
frankdejonge, 10240, 0, 257, 0.8213800209903009, 0.8961585325450423
giosh94mhz, 2048, 19, 257, 0.8535351650326986, 0.8143447011517573
sallaigy, 2048, 19, 257, 0.8384861191647857, 0.6573827088253439
Kocal, 2048, 19, 257, 0.7201942167815703, 0.6675751337828502
IndraGunawan, 2048, -1, 257, -1, 0.8197688934618614
iambrosi, 2048, 19, 257, 0.8019082745624733, 0.7519583758205111
zerkms, 2048, 0, 257, 0.0, 0.7968121598021067
JanDC, 2048, 19, 257, 0.9411511814879283, 0.7151867988889143
jaugustin, 2048, 19, 257, 0.8239621776368893, 1.0
jeremylivingston, 2048, -1, 257, -1, 0.8072455502759178
juricav, 2048, -1, -1, -1, -1
iteman, 2048, 19, 260, 0.9011002332539997, 1.0
kimhemsoe, 2048, 19, 257, 0.8177124006164671, 0.9529542418975532
kylekatarnls, 2048, 0, 257, 0.857969961357605, 0.6376477264710642
manuelkiessling, 2048, 60, 241, 0.0, 0.0
marphi, 2048, 19, 257, 0.8251662983329754, 0.9068895985322254
ocrampete16, 2048, 19, 257, 0.8213058163401641, 0.6531856786015422
lemoinem, 2048, 116, 257, 0.9315864460891132, 0.9438839908808823
hollodk, 2048, 19, 257, 0.0, 0.6573827088253439
michaljusiega, 2048, 19, -1, 1.0, -1
unkind, 2048, 19, -1, 0.0, -1
oleg-andreyev, 2048, 19, 257, 0.7276924958175766, 0.731321110719897
skalpa, 2048, -1, -1, -1, -1
scaytrase, 2048, 19, 257, 0.0, 0.7833779415396063
pylebecq, 2048, 19, 257, 0.8653289612946056, 0.8951050229180855
seriquynh, 2048, 0, 0, 0.7348348588297282, 0.46330374797136176
raulfraile, 2048, 19, 257, 0.7423876695680722, 0.8478222476918755
alcohol, 2048, 19, 257, 0.8504881466649236, 0.0
ronfroy, 2048, 19, -1, 0.8582887984900986, -1
sanpii, 2048, 19, -1, 0.0, -1
sebastianbergmann, 2048, 19, 257, 0.0, 0.0
sbelyshkin, 2048, -1, -1, -1, -1
simPod, 2048, 19, 257, 0.837314521592036, 0.8322143850644125
soullivaneuh, 2048, 19, 257, 0.7329777820177987, 0.8792943754755049
Seb33300, 2048, 19, -1, 0.0, -1
thomasbisignani, 2048, 19, -1, 0.7988886115947004, -1
codedmonkey, 2048, -1, 257, -1, 0.9191362745468151
Nicofuma, 2048, 19, 257, 0.0, 0.9999999999999997
vilius-g, 2048, -1, -1, -1, -1
wodor, 2048, 19, 257, 0.8248947298245708, 0.9394484165597582
Wotre, 2048, -1, -1, -1, -1
yoannrenard, 2048, 19, 257, 0.9243814253189693, 0.9999999999999997
kataras, 4096, 41, 84, 0.0, 0.0
Zeno-Code, 4096, 41, 84, 1.0, 0.9999999999999997
hiveminded, 4096, 53, 90, 0.0, 0.9529542418975532
majidbigdeli, 4096, 41, 84, 0.8448846968353154, 0.9999999999999997
yale8848, 4096, 118, 84, 0.0, 0.9999999999999997
corebreaker, 4096, -1, 15, -1, 0.9999999999999997
tuhao1020, 4096, 5, 84, 1.0, 1.0
ZaniaDeveloper, 4096, -1, 84, -1, 0.9999999999999997
speedwheel, 4096, 41, 215, 1.0, 0.9999999999999997
akiraho, 4096, -1, 84, -1, 0.9999999999999997
bgaitanc, 4096, 41, 84, 1.0, 0.9999999999999997
chengyumeng, 4096, 118, 84, 1.0, 0.9999999999999997
honux, 4096, -1, -1, -1, -1
eleven26, 4096, -1, -1, -1, -1
asood123, 4096, 119, -1, 1.0, -1
haritsfahreza, 4096, -1, -1, -1, -1
WingGao, 4096, -1, 119, -1, 0.929308818073454
trungdlp-wolffun, 4096, -1, 84, -1, 0.9999999999999997
AlexJuca, 4096, 15, 117, 0.8482404997755961, 0.9999999999999993
mcsakoff, 4096, -1, 84, -1, 0.9999999999999997
codyoss, 4096, -1, -1, -1, -1
eryx, 4096, 5, 84, 0.8527354494348325, 0.9999999999999997
jinil-ha, 4096, 41, -1, 1.0, -1
Kimbsen, 4096, -1, 84, -1, 0.9999999999999997
HSNHK, 4096, -1, -1, -1, -1
tkhkokd, 4096, -1, 29, -1, 0.9666320794692136
koddr, 4096, 21, -1, 0.90455542264793, -1
itcrow, 4096, -1, -1, -1, -1
liguoqinjim, 4096, 5, 84, 1.0, 0.9999999999999997
lrita, 4096, 5, -1, 1.0, -1
bominx, 4096, -1, -1, -1, -1
wozz, 4096, 15, 127, 0.0, 0.9666320794692136
BenLampson, 4096, -1, 84, -1, 0.9999999999999997
cainiaoDJ, 4096, 41, 84, 1.0, 0.9999999999999997
o8x, 4096, -1, -1, -1, -1
aermolaev, 4096, 53, 84, 0.9176019398405691, 0.9999999999999997
Kuri-su, 4096, 53, -1, 0.8803404799565935, -1
qRoC, 4096, 19, 257, 0.8231393104650742, 0.8750819487770225
balthild, 4096, 53, -1, 0.7889047501371551, -1
27c4, 4096, 53, -1, 0.7889047501371551, -1
dibyendu, 4096, -1, -1, -1, -1
fedir, 4096, -1, 84, -1, 0.9999999999999997
codehakase, 4096, 0, 7, 0.8822701543220789, 0.9666320794692136
hendrikhofstadt, 4096, 21, -1, 0.0, -1
cq-z, 4096, 5, 84, 0.8638028492767651, 0.9999999999999997
Jyny, 4096, 80, -1, 0.7633943215894025, -1
joernlenoch, 4096, -1, -1, -1, -1
needkane, 4096, 53, 84, 0.8694108921378507, 0.9999999999999997
HintikkaKimmo, 4096, 26, 84, 0.7882442765556336, 0.9999999999999997
Kirguir, 4096, -1, 84, -1, 0.9999999999999997
meydjer, 4096, 53, -1, 0.932580763050576, -1
nanikjava, 4096, -1, 84, -1, 0.9999999999999997
Natooz, 4096, -1, -1, -1, -1
mainnika, 4096, -1, 84, -1, 0.9999999999999997
PPACI, 4096, -1, -1, -1, -1
kuashe, 4096, -1, -1, -1, -1
robertocr, 4096, 21, 44, 0.8305102893231703, 1.0
Schatzman, 4096, -1, 84, -1, 0.9999999999999997
slashtu, 4096, 7, 84, 0.5106587645449505, 0.9999999999999997
StefanPahlplatz, 4096, -1, -1, -1, -1
Ibuki-Suika, 4096, 53, 84, 0.9176019398405689, 0.9999999999999997
FishJoey, 4096, -1, 84, -1, 0.9999999999999997
XieWeiXie, 4096, 21, -1, 0.9318993234413554, -1
yushuailiu, 4096, 5, 84, 0.0, 0.9999999999999997
aa1143, 4096, 53, 84, 0.8185905176316445, 0.9999999999999997
bestgopher, 4096, 5, -1, 0.7132899176064694, -1
blainepwnz, 4096, -1, 84, -1, 0.9999999999999997
esemplastic, 4096, -1, -1, -1, -1
fduxiao, 4096, -1, 84, -1, 0.9999999999999997
gongchao, 4096, 53, 84, 0.7812489227591246, 0.9999999999999997
gschri, 4096, 15, -1, 0.9757469672809878, -1
hyhkjiy, 4096, 53, 84, 0.7889047501371551, 0.9999999999999997
demoManito, 4096, -1, 84, -1, 0.9999999999999997
liweijie0812, 4096, -1, 84, -1, 0.9999999999999997
beluxx, 4096, 5, 252, 0.6698515528708873, 0.6180597668445151
merrydii, 4096, -1, 84, -1, 0.9999999999999997
mlboy, 4096, 5, 25, 0.8153049225703305, 0.9999999999999997
morihaya, 4096, -1, -1, -1, -1
roamboy, 4096, -1, 84, -1, 0.9999999999999997
rocinantex, 4096, -1, 84, -1, 0.9999999999999997
sunshinekitty, 4096, -1, 84, -1, 0.9999999999999997
sy264115809, 4096, 53, 84, 0.7889047501371551, 0.9999999999999997
1819997197, 4096, -1, 84, -1, 0.9999999999999997
narfbg, 8192, 1, -1, 0.7520748855470092, -1
timw4mail, 8192, 0, -1, 0.7977426954417276, -1
